Wind field grid (90 x 90) centered at (50.49, 56.44)
Grid resolution: Δlon = 1.01°, Δlat = 1.01°

Grid (37.416, 87.978): Vx = -183.137  Vy =  -75.944  | Speed =  198.259  Dir = SW
Grid (38.427, 87.978): Vx = -185.437  Vy =  -70.952  | Speed =  198.548  Dir = W
Grid (39.438, 87.978): Vx = -187.601  Vy =  -65.765  | Speed =  198.794  Dir = W
Grid (40.449, 87.978): Vx = -189.618  Vy =  -60.392  | Speed =  199.003  Dir = W
Grid (41.461, 87.978): Vx = -191.477  Vy =  -54.845  | Speed =  199.177  Dir = W
Grid (42.472, 87.978): Vx = -193.169  Vy =  -49.136  | Speed =  199.320  Dir = W
Grid (43.483, 87.978): Vx = -194.684  Vy =  -43.280  | Speed =  199.437  Dir = W
Grid (44.494, 87.978): Vx = -196.014  Vy =  -37.291  | Speed =  199.530  Dir = W
Grid (45.506, 87.978): Vx = -197.152  Vy =  -31.186  | Speed =  199.603  Dir = W
Grid (46.517, 87.978): Vx = -198.089  Vy =  -24.983  | Speed =  199.658  Dir = W
Grid (47.528, 87.978): Vx = -198.821  Vy =  -18.700  | Speed =  199.698  Dir = W
Grid (48.539, 87.978): Vx = -199.343  Vy =  -12.358  | Speed =  199.725  Dir = W
Grid (49.551, 87.978): Vx = -199.651  Vy =   -5.976  | Speed =  199.741  Dir = W
Grid (50.562, 87.978): Vx = -199.745  Vy =    0.426  | Speed =  199.745  Dir = W
Grid (51.573, 87.978): Vx = -199.623  Vy =    6.826  | Speed =  199.739  Dir = W
Grid (52.584, 87.978): Vx = -199.286  Vy =   13.204  | Speed =  199.723  Dir = W
Grid (53.596, 87.978): Vx = -198.736  Vy =   19.539  | Speed =  199.694  Dir = W
Grid (54.607, 87.978): Vx = -197.976  Vy =   25.812  | Speed =  199.652  Dir = W
Grid (55.618, 87.978): Vx = -197.012  Vy =   32.003  | Speed =  199.594  Dir = W
Grid (56.629, 87.978): Vx = -195.849  Vy =   38.094  | Speed =  199.519  Dir = W
Grid (57.640, 87.978): Vx = -194.493  Vy =   44.066  | Speed =  199.423  Dir = W
Grid (58.652, 87.978): Vx = -192.954  Vy =   49.904  | Speed =  199.303  Dir = W
Grid (59.663, 87.978): Vx = -191.239  Vy =   55.592  | Speed =  199.156  Dir = W
Grid (60.674, 87.978): Vx = -189.358  Vy =   61.117  | Speed =  198.977  Dir = W
Grid (61.685, 87.978): Vx = -187.322  Vy =   66.465  | Speed =  198.764  Dir = W
Grid (62.697, 87.978): Vx = -185.139  Vy =   71.627  | Speed =  198.512  Dir = W
Grid (63.708, 87.978): Vx = -182.822  Vy =   76.592  | Speed =  198.217  Dir = NW
Grid (64.719, 87.978): Vx = -180.380  Vy =   81.353  | Speed =  197.877  Dir = NW
