x/y;90.00 speed;90.00 dir;88.99 speed;88.99 dir;87.98 speed;87.98 dir;86.97 speed;86.97 dir;85.96 speed;85.96 dir;84.94 speed;84.94 dir;83.93 speed;83.93 dir;82.92 speed;82.92 dir;81.91 speed;81.91 dir;80.90 speed;80.90 dir;79.89 speed;79.89 dir;78.88 speed;78.88 dir;77.87 speed;77.87 dir;76.85 speed;76.85 dir;75.84 speed;75.84 dir;74.83 speed;74.83 dir;73.82 speed;73.82 dir;72.81 speed;72.81 dir;71.80 speed;71.80 dir;70.79 speed;70.79 dir;69.78 speed;69.78 dir;68.76 speed;68.76 dir;67.75 speed;67.75 dir;66.74 speed;66.74 dir;65.73 speed;65.73 dir;64.72 speed;64.72 dir;63.71 speed;63.71 dir;62.70 speed;62.70 dir;61.69 speed;61.69 dir;60.67 speed;60.67 dir;59.66 speed;59.66 dir;58.65 speed;58.65 dir;57.64 speed;57.64 dir;56.63 speed;56.63 dir;55.62 speed;55.62 dir;54.61 speed;54.61 dir;53.60 speed;53.60 dir;52.58 speed;52.58 dir;51.57 speed;51.57 dir;50.56 speed;50.56 dir;49.55 speed;49.55 dir;48.54 speed;48.54 dir;47.53 speed;47.53 dir;46.52 speed;46.52 dir;45.51 speed;45.51 dir;44.49 speed;44.49 dir;43.48 speed;43.48 dir;42.47 speed;42.47 dir;41.46 speed;41.46 dir;40.45 speed;40.45 dir;39.44 speed;39.44 dir;38.43 speed;38.43 dir;37.42 speed;37.42 dir;36.40 speed;36.40 dir;35.39 speed;35.39 dir;34.38 speed;34.38 dir;33.37 speed;33.37 dir;32.36 speed;32.36 dir;31.35 speed;31.35 dir;30.34 speed;30.34 dir;29.33 speed;29.33 dir;28.31 speed;28.31 dir;27.30 speed;27.30 dir;26.29 speed;26.29 dir;25.28 speed;25.28 dir;24.27 speed;24.27 dir;23.26 speed;23.26 dir;22.25 speed;22.25 dir;21.24 speed;21.24 dir;20.22 speed;20.22 dir;19.21 speed;19.21 dir;18.20 speed;18.20 dir;17.19 speed;17.19 dir;16.18 speed;16.18 dir;15.17 speed;15.17 dir;14.16 speed;14.16 dir;13.15 speed;13.15 dir;12.13 speed;12.13 dir;11.12 speed;11.12 dir;10.11 speed;10.11 dir;9.10 speed;9.10 dir;8.09 speed;8.09 dir;7.08 speed;7.08 dir;6.07 speed;6.07 dir;5.06 speed;5.06 dir;4.04 speed;4.04 dir;3.03 speed;3.03 dir;2.02 speed;2.02 dir;1.01 speed;1.01 dir;0.00 speed;0.00 dir
72.81;190.59;NW;191.91;NW;193.15;NW;194.29;NW;195.33;NW;196.27;NW;197.11;NW;197.85;NW;198.48;NW;199.00;NW;199.41;NW;199.71;NW;199.90;NW;199.99;NW;199.98;NW;199.87;NW;199.66;NW;199.37;NW;199.00;NW;198.55;NW;198.05;NW;197.50;NW;196.92;NW;196.31;NW;195.70;NW;195.09;N;194.51;N;193.97;N;193.48;N;193.05;N;192.70;N;192.44;N;192.27;N;192.20;N;192.23;N;192.36;N;192.59;N;192.91;N;193.31;N;193.78;N;194.30;N;194.87;N;195.47;N;196.08;NE;196.69;NE;197.29;NE;197.85;NE;198.37;NE;198.84;NE;199.24;NE;199.56;NE;199.80;NE;199.95;NE;200.00;NE;199.95;NE;199.80;NE;199.53;NE;199.17;NE;198.69;NE;198.10;NE;197.40;NE;196.60;NE;195.70;NE;194.69;NE;193.59;NE;192.39;NE;191.10;NE;189.72;NE;188.26;NE;186.72;NE;185.10;NE;183.42;NE;181.66;NE;179.84;NE;177.97;NE;176.04;NE;174.06;NE;172.04;NE;169.97;NE;167.86;NE;165.72;NE;163.55;NE;161.35;NE;159.13;NE;156.89;NE;154.63;NE;152.35;NE;150.06;E;147.76;E;145.46;E
73.82;189.65;NW;191.00;NW;192.27;NW;193.45;NW;194.54;NW;195.54;NW;196.43;NW;197.23;NW;197.93;NW;198.53;NW;199.02;NW;199.41;NW;199.70;NW;199.89;NW;199.99;NW;199.99;NW;199.91;NW;199.74;NW;199.50;NW;199.19;NW;198.83;NW;198.42;NW;197.98;NW;197.51;NW;197.03;N;196.56;N;196.10;N;195.67;N;195.27;N;194.93;N;194.65;N;194.44;N;194.31;N;194.25;N;194.28;N;194.38;N;194.57;N;194.82;N;195.14;N;195.51;N;195.93;N;196.38;N;196.85;N;197.33;NE;197.80;NE;198.26;NE;198.68;NE;199.06;NE;199.39;NE;199.66;NE;199.85;NE;199.97;NE;200.00;NE;199.94;NE;199.78;NE;199.53;NE;199.18;NE;198.72;NE;198.17;NE;197.51;NE;196.75;NE;195.89;NE;194.93;NE;193.88;NE;192.73;NE;191.49;NE;190.17;NE;188.76;NE;187.28;NE;185.72;NE;184.08;NE;182.38;NE;180.62;NE;178.80;NE;176.92;NE;174.99;NE;173.01;NE;170.98;NE;168.92;NE;166.82;NE;164.69;NE;162.52;NE;160.33;NE;158.12;NE;155.89;NE;153.64;NE;151.38;NE;149.10;NE;146.82;NE;144.53;E
74.83;188.65;NW;190.03;NW;191.33;NW;192.55;NW;193.68;NW;194.72;NW;195.67;NW;196.53;NW;197.29;NW;197.96;NW;198.53;NW;199.00;NW;199.38;NW;199.67;NW;199.86;NW;199.97;NW;200.00;NW;199.95;NW;199.83;NW;199.65;NW;199.41;NW;199.13;NW;198.81;NW;198.46;NW;198.11;N;197.75;N;197.39;N;197.06;N;196.76;N;196.49;N;196.27;N;196.11;N;196.00;N;195.96;N;195.98;N;196.06;N;196.20;N;196.40;N;196.65;N;196.94;N;197.26;N;197.61;N;197.97;N;198.33;N;198.68;NE;199.01;NE;199.31;NE;199.56;NE;199.77;NE;199.91;NE;199.99;NE;199.99;NE;199.91;NE;199.75;NE;199.50;NE;199.16;NE;198.72;NE;198.18;NE;197.56;NE;196.83;NE;196.01;NE;195.09;NE;194.09;NE;192.99;NE;191.80;NE;190.53;NE;189.18;NE;187.75;NE;186.24;NE;184.66;NE;183.01;NE;181.30;NE;179.53;NE;177.70;NE;175.82;NE;173.88;NE;171.90;NE;169.88;NE;167.83;NE;165.73;NE;163.61;NE;161.45;NE;159.27;NE;157.07;NE;154.85;NE;152.62;NE;150.37;NE;148.11;NE;145.84;NE;143.57;NE
75.84;187.58;NW;188.99;NW;190.33;NW;191.58;NW;192.75;NW;193.84;NW;194.83;NW;195.74;NW;196.57;NW;197.30;NW;197.94;NW;198.49;NW;198.95;NW;199.32;NW;199.61;NW;199.81;NW;199.94;NW;200.00;NW;199.99;NW;199.91;NW;199.79;NW;199.62;NW;199.41;NW;199.18;N;198.93;N;198.67;N;198.41;N;198.17;N;197.94;N;197.74;N;197.57;N;197.45;N;197.37;N;197.33;N;197.35;N;197.41;N;197.52;N;197.67;N;197.86;N;198.08;N;198.32;N;198.57;N;198.83;N;199.09;N;199.33;NE;199.55;NE;199.73;NE;199.87;NE;199.97;NE;200.00;NE;199.97;NE;199.87;NE;199.69;NE;199.44;NE;199.10;NE;198.67;NE;198.15;NE;197.55;NE;196.85;NE;196.07;NE;195.19;NE;194.22;NE;193.17;NE;192.03;NE;190.81;NE;189.51;NE;188.13;NE;186.67;NE;185.14;NE;183.55;NE;181.89;NE;180.17;NE;178.39;NE;176.55;NE;174.67;NE;172.73;NE;170.76;NE;168.74;NE;166.69;NE;164.60;NE;162.48;NE;160.34;NE;158.17;NE;155.99;NE;153.78;NE;151.56;NE;149.32;NE;147.08;NE;144.83;NE;142.57;NE
76.85;186.46;NW;187.89;NW;189.25;NW;190.54;NW;191.74;NW;192.87;NW;193.91;NW;194.87;NW;195.75;NW;196.54;NW;197.24;NW;197.86;NW;198.40;NW;198.85;NW;199.22;NW;199.51;NW;199.73;NW;199.88;NW;199.97;NW;200.00;NW;199.98;NW;199.91;NW;199.80;NW;199.67;N;199.51;N;199.34;N;199.17;N;199.00;N;198.84;N;198.70;N;198.58;N;198.49;N;198.43;N;198.40;N;198.41;N;198.46;N;198.54;N;198.65;N;198.78;N;198.94;N;199.10;N;199.28;N;199.45;N;199.61;N;199.75;NE;199.87;NE;199.96;NE;200.00;NE;199.99;NE;199.92;NE;199.80;NE;199.61;NE;199.34;NE;199.00;NE;198.58;NE;198.07;NE;197.49;NE;196.81;NE;196.06;NE;195.21;NE;194.29;NE;193.27;NE;192.18;NE;191.00;NE;189.75;NE;188.42;NE;187.01;NE;185.54;NE;183.99;NE;182.38;NE;180.71;NE;178.98;NE;177.19;NE;175.36;NE;173.47;NE;171.54;NE;169.57;NE;167.56;NE;165.51;NE;163.43;NE;161.32;NE;159.19;NE;157.04;NE;154.86;NE;152.67;NE;150.46;NE;148.24;NE;146.01;NE;143.78;NE;141.54;NE
77.87;185.28;NW;186.73;NW;188.12;NW;189.43;NW;190.67;NW;191.83;NW;192.91;NW;193.92;NW;194.84;NW;195.69;NW;196.45;NW;197.13;NW;197.73;NW;198.26;NW;198.70;NW;199.08;NW;199.38;NW;199.62;NW;199.79;NW;199.91;NW;199.98;NW;200.00;NW;199.98;N;199.94;N;199.86;N;199.77;N;199.67;N;199.57;N;199.47;N;199.38;N;199.30;N;199.24;N;199.20;N;199.19;N;199.19;N;199.22;N;199.28;N;199.35;N;199.43;N;199.53;N;199.64;N;199.74;N;199.83;N;199.91;N;199.97;N;200.00;NE;199.99;NE;199.94;NE;199.84;NE;199.69;NE;199.48;NE;199.20;NE;198.85;NE;198.44;NE;197.94;NE;197.37;NE;196.72;NE;195.98;NE;195.17;NE;194.28;NE;193.30;NE;192.25;NE;191.12;NE;189.91;NE;188.62;NE;187.26;NE;185.84;NE;184.34;NE;182.78;NE;181.16;NE;179.48;NE;177.74;NE;175.95;NE;174.11;NE;172.23;NE;170.30;NE;168.33;NE;166.33;NE;164.29;NE;162.22;NE;160.12;NE;158.00;NE;155.86;NE;153.70;NE;151.52;NE;149.33;NE;147.13;NE;144.92;NE;142.70;NE;140.48;NE
78.88;184.04;NW;185.51;NW;186.91;NW;188.25;NW;189.52;NW;190.71;NW;191.83;NW;192.88;NW;193.85;NW;194.74;NW;195.56;NW;196.30;NW;196.96;NW;197.55;NW;198.06;NW;198.51;NW;198.89;NW;199.20;NW;199.45;NW;199.65;NW;199.80;NW;199.90;NW;199.97;N;200.00;N;200.00;N;199.98;N;199.94;N;199.90;N;199.85;N;199.81;N;199.76;N;199.73;N;199.71;N;199.70;N;199.70;N;199.72;N;199.75;N;199.79;N;199.83;N;199.88;N;199.93;N;199.97;N;199.99;N;200.00;N;199.98;N;199.93;NE;199.84;NE;199.71;NE;199.54;NE;199.30;NE;199.01;NE;198.66;NE;198.24;NE;197.75;NE;197.19;NE;196.56;NE;195.85;NE;195.06;NE;194.20;NE;193.25;NE;192.24;NE;191.15;NE;189.98;NE;188.74;NE;187.43;NE;186.05;NE;184.60;NE;183.09;NE;181.52;NE;179.88;NE;178.20;NE;176.45;NE;174.66;NE;172.82;NE;170.94;NE;169.02;NE;167.05;NE;165.06;NE;163.03;NE;160.97;NE;158.89;NE;156.78;NE;154.65;NE;152.50;NE;150.34;NE;148.17;NE;145.98;NE;143.79;NE;141.59;NE;139.38;NE
79.89;182.74;NW;184.22;NW;185.65;NW;187.01;NW;188.30;NW;189.52;NW;190.68;NW;191.76;NW;192.77;NW;193.71;NW;194.57;NW;195.36;NW;196.08;NW;196.72;NW;197.30;NW;197.81;NW;198.26;NW;198.64;NW;198.96;NW;199.23;NW;199.45;NW;199.63;NW;199.76;N;199.86;N;199.93;N;199.97;N;199.99;N;200.00;N;200.00;N;199.99;N;199.98;N;199.97;N;199.96;N;199.96;N;199.96;N;199.97;N;199.98;N;199.99;N;200.00;N;200.00;N;200.00;N;199.98;N;199.94;N;199.89;N;199.80;N;199.68;N;199.52;NE;199.32;NE;199.07;NE;198.77;NE;198.41;NE;197.99;NE;197.50;NE;196.95;NE;196.33;NE;195.64;NE;194.88;NE;194.04;NE;193.13;NE;192.15;NE;191.09;NE;189.97;NE;188.77;NE;187.50;NE;186.17;NE;184.77;NE;183.31;NE;181.78;NE;180.20;NE;178.56;NE;176.86;NE;175.12;NE;173.33;NE;171.49;NE;169.61;NE;167.69;NE;165.74;NE;163.75;NE;161.73;NE;159.68;NE;157.61;NE;155.52;NE;153.40;NE;151.27;NE;149.13;NE;146.97;NE;144.80;NE;142.63;NE;140.45;NE;138.26;NE
80.90;181.38;NW;182.88;NW;184.32;NW;185.70;NW;187.01;NW;188.26;NW;189.44;NW;190.56;NW;191.60;NW;192.58;NW;193.49;NW;194.32;NW;195.09;NW;195.79;NW;196.42;NW;196.99;NW;197.49;NW;197.94;NW;198.32;NW;198.66;NW;198.94;NW;199.18;N;199.37;N;199.53;N;199.66;N;199.75;N;199.83;N;199.88;N;199.92;N;199.95;N;199.96;N;199.97;N;199.98;N;199.98;N;199.98;N;199.98;N;199.97;N;199.95;N;199.93;N;199.90;N;199.85;N;199.78;N;199.70;N;199.58;N;199.44;N;199.26;N;199.03;NE;198.77;NE;198.45;NE;198.09;NE;197.67;NE;197.19;NE;196.64;NE;196.03;NE;195.36;NE;194.62;NE;193.81;NE;192.93;NE;191.98;NE;190.96;NE;189.87;NE;188.72;NE;187.49;NE;186.20;NE;184.85;NE;183.43;NE;181.95;NE;180.42;NE;178.82;NE;177.18;NE;175.48;NE;173.74;NE;171.94;NE;170.11;NE;168.24;NE;166.32;NE;164.38;NE;162.40;NE;160.39;NE;158.36;NE;156.30;NE;154.22;NE;152.12;NE;150.01;NE;147.88;NE;145.74;NE;143.59;NE;141.43;NE;139.27;NE;137.11;NE
81.91;179.97;NW;181.48;NW;182.93;NW;184.32;NW;185.66;NW;186.93;NW;188.14;NW;189.28;NW;190.36;NW;191.37;NW;192.31;NW;193.19;NW;194.00;NW;194.74;NW;195.42;NW;196.04;NW;196.60;NW;197.10;NW;197.54;NW;197.93;NW;198.27;NW;198.56;N;198.81;N;199.03;N;199.20;N;199.35;N;199.47;N;199.56;N;199.63;N;199.69;N;199.73;N;199.76;N;199.78;N;199.78;N;199.78;N;199.77;N;199.74;N;199.71;N;199.66;N;199.59;N;199.51;N;199.40;N;199.26;N;199.10;N;198.90;N;198.66;N;198.39;N;198.06;NE;197.69;NE;197.27;NE;196.80;NE;196.26;NE;195.67;NE;195.01;NE;194.29;NE;193.50;NE;192.65;NE;191.73;NE;190.75;NE;189.69;NE;188.58;NE;187.39;NE;186.15;NE;184.84;NE;183.46;NE;182.03;NE;180.54;NE;179.00;NE;177.40;NE;175.75;NE;174.05;NE;172.31;NE;170.52;NE;168.69;NE;166.82;NE;164.92;NE;162.98;NE;161.01;NE;159.02;NE;157.00;NE;154.95;NE;152.89;NE;150.81;NE;148.71;NE;146.60;NE;144.48;NE;142.35;NE;140.21;NE;138.07;NE;135.93;NE
82.92;178.50;NW;180.02;NW;181.48;NW;182.89;NW;184.24;NW;185.53;NW;186.76;NW;187.93;NW;189.03;NW;190.07;NW;191.05;NW;191.96;NW;192.81;NW;193.60;NW;194.32;NW;194.98;NW;195.59;NW;196.13;NW;196.62;NW;197.06;NW;197.45;N;197.80;N;198.10;N;198.35;N;198.58;N;198.76;N;198.92;N;199.05;N;199.15;N;199.24;N;199.30;N;199.34;N;199.37;N;199.38;N;199.37;N;199.35;N;199.32;N;199.26;N;199.19;N;199.09;N;198.97;N;198.83;N;198.65;N;198.44;N;198.20;N;197.91;N;197.59;N;197.22;NE;196.80;NE;196.33;NE;195.80;NE;195.22;NE;194.58;NE;193.88;NE;193.11;NE;192.29;NE;191.40;NE;190.45;NE;189.43;NE;188.35;NE;187.21;NE;186.00;NE;184.73;NE;183.41;NE;182.02;NE;180.58;NE;179.08;NE;177.53;NE;175.92;NE;174.27;NE;172.57;NE;170.83;NE;169.05;NE;167.22;NE;165.36;NE;163.47;NE;161.54;NE;159.59;NE;157.61;NE;155.60;NE;153.57;NE;151.53;NE;149.46;NE;147.38;NE;145.29;NE;143.19;NE;141.08;NE;138.96;NE;136.85;NE;134.72;NE
83.93;176.98;NW;178.50;NW;179.98;NW;181.40;NW;182.76;NW;184.06;NW;185.31;NW;186.50;NW;187.63;NW;188.69;NW;189.70;NW;190.64;NW;191.53;NW;192.35;NW;193.11;NW;193.81;NW;194.46;NW;195.05;NW;195.58;NW;196.06;NW;196.50;N;196.88;N;197.22;N;197.52;N;197.78;N;198.01;N;198.20;N;198.36;N;198.49;N;198.59;N;198.68;N;198.73;N;198.77;N;198.78;N;198.78;N;198.75;N;198.70;N;198.63;N;198.53;N;198.41;N;198.26;N;198.08;N;197.87;N;197.63;N;197.34;N;197.02;N;196.65;N;196.23;NE;195.77;NE;195.25;NE;194.69;NE;194.06;NE;193.38;NE;192.64;NE;191.84;NE;190.98;NE;190.06;NE;189.08;NE;188.04;NE;186.93;NE;185.77;NE;184.54;NE;183.26;NE;181.92;NE;180.52;NE;179.07;NE;177.56;NE;176.01;NE;174.40;NE;172.75;NE;171.05;NE;169.31;NE;167.54;NE;165.72;NE;163.87;NE;161.99;NE;160.07;NE;158.13;NE;156.16;NE;154.17;NE;152.16;NE;150.13;NE;148.09;NE;146.03;NE;143.95;NE;141.87;NE;139.78;NE;137.69;NE;135.59;NE;133.49;NE
84.94;175.41;NW;176.94;NW;178.42;NW;179.84;NW;181.22;NW;182.53;NW;183.80;NW;185.00;NW;186.15;NW;187.24;NW;188.27;NW;189.24;NW;190.15;NW;191.00;NW;191.80;NW;192.54;NW;193.22;NW;193.84;NW;194.41;NW;194.93;NW;195.41;N;195.83;N;196.21;N;196.54;N;196.84;N;197.09;N;197.31;N;197.50;N;197.65;N;197.78;N;197.88;N;197.95;N;197.99;N;198.01;N;198.00;N;197.96;N;197.91;N;197.82;N;197.71;N;197.56;N;197.39;N;197.18;N;196.94;N;196.66;N;196.34;N;195.98;N;195.57;N;195.12;N;194.62;NE;194.06;NE;193.46;NE;192.80;NE;192.08;NE;191.31;NE;190.48;NE;189.59;NE;188.64;NE;187.64;NE;186.57;NE;185.44;NE;184.26;NE;183.02;NE;181.72;NE;180.37;NE;178.96;NE;177.50;NE;175.99;NE;174.44;NE;172.83;NE;171.18;NE;169.49;NE;167.76;NE;165.99;NE;164.18;NE;162.34;NE;160.47;NE;158.57;NE;156.64;NE;154.69;NE;152.71;NE;150.72;NE;148.71;NE;146.68;NE;144.64;NE;142.59;NE;140.53;NE;138.46;NE;136.39;NE;134.31;NE;132.23;NE
